CCLE.sampleid	CCLE.name	CCLE.depMapID	CCLE.site_Primary	CCLE.site_Subtype1	CCLE.site_Subtype2	CCLE.site_Subtype3	CCLE.histology	CCLE.histology_Subtype1	CCLE.histology_Subtype2	CCLE.histology_Subtype3	CCLE.gender	CCLE.age	CCLE.race	CCLE.disease	CCLE.type
NCIH209_LUNG	NCI-H209	ACH-000290	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	55	caucasian	lung_cancer	lung_small_cell
MIAPACA2_PANCREAS	MIA PaCa-2	ACH-000601	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	65	caucasian		pancreas
MCAS_OVARY	MCAS	ACH-000796	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female			Ovarian Cancer	ovary
SBC5_LUNG	SBC-5	ACH-000670	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS				lung_cancer	lung_small_cell
COLO829_SKIN	COLO 829	ACH-000644	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	45	caucasian		melanoma
VCAP_PROSTATE	VCaP	ACH-000115	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	59	caucasian	prostate_cancer	prostate
COLO704_OVARY	COLO-704	ACH-001042	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female	46	caucasian	metastatic_ovarian_cancer	ovary
IPC298_SKIN	IPC-298	ACH-000915	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	64			melanoma
CAPAN2_PANCREAS	Capan-2	ACH-000107	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	56	caucasian		pancreas
EFM192A_BREAST	EFM-192A	ACH-000117	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	46	caucasian	breast_cancer	breast
HS766T_PANCREAS	Hs 766T	ACH-000178	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	46	caucasian		pancreas
EFO27_OVARY	EFO-27	ACH-000936	ovary	NS	NS	NS	carcinoma	mucinous_carcinoma	NS	NS	female	36			ovary
A2780_OVARY	A2780	ACH-000657	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female			ovarian_cancer	ovary
NCIH196_LUNG	NCI-H196	ACH-000752	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	68	caucasian		lung_small_cell
IGROV1_OVARY	IGROV1	ACH-000966	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	47		ovarian_cancer	ovary
NCIH889_LUNG	NCI-H889	ACH-000297	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female	69	caucasian		lung_small_cell
NCIH211_LUNG	NCI-H211	ACH-000639	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female	50	caucasian		lung_small_cell
HS571T_OVARY	Hs 571.T	ACH-001092	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female	65	caucasian		ovary
MDAPCA2B_PROSTATE	MDA PCa 2b	ACH-000952	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	63	african_american	prostate_cancer	prostate
SKMEL24_SKIN	SK-MEL-24	ACH-000822	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	67	caucasian		melanoma
K029AX_SKIN	K029AX	ACH-000404	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS				Skin Cancer	melanoma
HT1376_URINARY_TRACT	HT-1376	ACH-000724	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female	58	caucasian		urinary_tract
NCIH2171_LUNG	NCI-H2171	ACH-000525	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	50	caucasian		lung_small_cell
PANC1005_PANCREAS	Panc 10.05	ACH-000060	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		caucasian		pancreas
EVSAT_BREAST	EVSA-T	ACH-001065	breast	NS	NS	NS	carcinoma	NS	NS	NS	female				breast
HS695T_SKIN	Hs 695T	ACH-000799	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	26	caucasian	melanoma	melanoma
CHL1_SKIN	CHL-1	ACH-001024	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS					melanoma
LOUNH91_LUNG	LOU-NH91	ACH-000176	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	64		Lung Cancer	lung_NSC
LK2_LUNG	LK-2	ACH-000769	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS				lung_cancer	lung_NSC
TOV21G_OVARY	TOV-21G	ACH-000885	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female	62			ovary
SKMEL3_SKIN	SK-MEL-3	ACH-000423	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	42	caucasian		melanoma
ASPC1_PANCREAS	AsPC-1	ACH-000222	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	62	caucasian	pancreatic_cancer	pancreas
OVSAHO_OVARY	OVSAHO	ACH-000409	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	56	asian	Ovarian Cancer	ovary
NCIH441_LUNG	NCI-H441	ACH-000638	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					lung_NSC
RERFLCSQ1_LUNG	RERF-LC-Sq1	ACH-000442	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	74	asian	Lung Cancer	lung_NSC
NCIH2030_LUNG	NCI-H2030	ACH-000521	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male				lung_NSC
HMCB_SKIN	HMCB	ACH-000931	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS				Skin Cancer	melanoma
FUOV1_OVARY	FU-OV-1	ACH-000574	ovary	NS	NS	NS	carcinoma	serous_carcinoma	NS	NS	female	65	asian	ovarian_cancer	ovary
MALME3M_SKIN	Malme-3M	ACH-000477	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	43	caucasian	skin_cancer	melanoma
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-12-BM	ACH-000380	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female	64		Multiple Myeloma	multiple_myeloma
T98G_CENTRAL_NERVOUS_SYSTEM	T98G	ACH-000571	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	61	caucasian	brain_cancer	glioma
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL-60	ACH-000002	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M2	NS	female	35	caucasian	leukaemia	AML
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG-05MG	ACH-000863	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female	59	caucasian		glioma
HEYA8_OVARY	Hey-A8	ACH-000542	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female			Ovarian Cancer	ovary
NCIH2122_LUNG	NCI-H2122	ACH-000311	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	46	caucasian	lung_cancer	lung_NSC
MELJUSO_SKIN	MEL-JUSO	ACH-000881	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	58		melanoma	melanoma
SW620_LARGE_INTESTINE	SW620	ACH-000651	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	51	caucasian	colon_cancer	colorectal
HCT116_LARGE_INTESTINE	HCT 116	ACH-000971	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male			colon_carcinoma	colorectal
VMRCRCZ_KIDNEY	VMRC-RCZ	ACH-000171	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS			asian		kidney
DU145_PROSTATE	DU 145	ACH-000979	prostate	NS	NS	NS	carcinoma	NS	NS	NS	male	69	caucasian	prostate_cancer	prostate
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MM1-S	ACH-000763	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS				myeloma	multiple_myeloma
L33_PANCREAS	L3.3	ACH-000685	pancreas	NS	NS	NS	carcinoma	NS	NS	NS				Pancreatic Cancer	pancreas
SKMEL2_SKIN	SK-MEL-2	ACH-001190	skin	thigh	NS	NS	malignant_melanoma	NS	NS	NS	male	60	caucasian	skin_cancer	melanoma
A549_LUNG	A549	ACH-000681	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	58	caucasian	lung_cancer	lung_NSC
A172_CENTRAL_NERVOUS_SYSTEM	A172	ACH-000558	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	53		brain_cancer	glioma
NCIH1975_LUNG	NCI-H1975	ACH-000587	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	female			lung_cancer	lung_NSC
COLO679_SKIN	COLO-679	ACH-000805	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	47			melanoma
KP2_PANCREAS	KP-2	ACH-000281	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	female	65	asian	Pancreatic Cancer	pancreas
HUH1_LIVER	huH-1	ACH-000475	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	35	asian		liver
MDAMB453_BREAST	MDA-MB-453	ACH-000910	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	48	caucasian	breast_cancer	breast
PANC0403_PANCREAS	Panc 04.03	ACH-000235	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male	70	caucasian		pancreas
TYKNU_OVARY	TYK-nu	ACH-000430	ovary	NS	NS	NS	carcinoma	undifferentiated_carcinoma	NS	NS	female		asian		ovary
OVISE_OVARY	OVISE	ACH-000527	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female	40	asian	Ovarian Cancer	ovary
EFM19_BREAST	EFM-19	ACH-000330	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	50	caucasian	breast_cancer	breast
MELHO_SKIN	MEL-HO	ACH-000450	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female				melanoma
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL	ACH-000371	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	male	52	caucasian	non-Hodgkins lymphoma	lymphoma_other
G361_SKIN	G-361	ACH-000572	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	31	caucasian		melanoma
NCIH647_LUNG	NCI-H647	ACH-000378	lung	NS	NS	NS	carcinoma	mixed_adenosquamous_carcinoma	NS	NS	male	56	caucasian		lung_NSC
GMS10_CENTRAL_NERVOUS_SYSTEM	GMS-10	ACH-000102	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	49			glioma
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM	ACH-000782	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female	5			B-cell_ALL
HLFA_FIBROBLAST	HLF-a	ACH-000797	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	54	african_american		liver
42MGBA_CENTRAL_NERVOUS_SYSTEM	42-MG-BA	ACH-000323	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	63		Brain Cancer	glioma
KCIMOH1_PANCREAS	KCI-MOH1	ACH-001098	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	64	caucasian	Pancreatic Cancer	pancreas
HCC44_LUNG	HCC-44	ACH-000667	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	54	caucasian	lung_cancer	lung_NSC
KYSE70_OESOPHAGUS	KYSE-70	ACH-000784	oesophagus	middle_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	77	asian		esophagus
1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1	ACH-001000	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS				Brain Cancer	glioma
GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG	ACH-000098	central_nervous_system	NS	NS	NS	glioma	NS	NS	NS	female	42			glioma
NCIH522_LUNG	NCI-H522	ACH-000343	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	60	caucasian	lung_cancer	lung_NSC
EN_ENDOMETRIUM	EN	ACH-000978	endometrium	NS	NS	NS	carcinoma	NS	NS	NS	female	50	asian	Endometrial Cancer	endometrium
PK59_PANCREAS	PK-59	ACH-000205	pancreas	NS	NS	NS	carcinoma	NS	NS	NS				Pancreatic Cancer	pancreas
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19	ACH-001198	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	47		brain_cancer	glioma
COLO741_SKIN	COLO 741	ACH-000582	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	69		colon_carcinoma and melanoma	melanoma
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MY-Z	ACH-000190	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS		29			lymphoma_Hodgkin
NCIH661_LUNG	NCI-H661	ACH-000853	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male	43	caucasian	large_cell_lung_cancer	lung_NSC
LNCAPCLONEFGC_PROSTATE	LNCaP clone FGC	ACH-000977	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	50	caucasian	prostate_cancer	prostate
LS411N_LARGE_INTESTINE	LS411N	ACH-000985	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	32	caucasian		colorectal
HCC78_LUNG	HCC-78	ACH-000562	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	65	caucasian	lung_cancer	lung_NSC
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1	ACH-000570	central_nervous_system	temporal_lobe	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female			Brain Cancer	glioma
ESS1_ENDOMETRIUM	ESS-1	ACH-000913	endometrium	NS	NS	NS	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	female	76	caucasian		endometrium
U251MG_CENTRAL_NERVOUS_SYSTEM	U-251 MG	ACH-000232	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS	male			Brain Cancer	glioma
TE11_OESOPHAGUS	TE-11	ACH-000488	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS		58			esophagus
KS1_CENTRAL_NERVOUS_SYSTEM	KS-1	ACH-000631	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female				glioma
HEC1A_ENDOMETRIUM	HEC-1-A	ACH-000954	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	71			endometrium
TE1_OESOPHAGUS	TE-1	ACH-000647	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male				esophagus
JHUEM2_ENDOMETRIUM	JHUEM-2	ACH-000909	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	62	asian	Endometrial Cancer	endometrium
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOG-G-UVW	ACH-001126	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS					glioma
RERFLCAD1_LUNG	RERF-LC-Ad1	ACH-000791	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	70	asian		lung_NSC
TE5_OESOPHAGUS	TE-5	ACH-000408	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	73			esophagus
KELLY_AUTONOMIC_GANGLIA	KELLY	ACH-000259	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS				neuroblastoma	neuroblastoma
NCIH1155_LUNG	NCI-H1155	ACH-000980	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male	36	caucasian		lung_NSC
TE15_OESOPHAGUS	TE-15	ACH-000353	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female				esophagus
ABC1_LUNG	ABC-1	ACH-000528	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	47		lung_cancer	lung_NSC
8MGBA_CENTRAL_NERVOUS_SYSTEM	8-MG-BA	ACH-000137	central_nervous_system	frontal_lobe	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female	54	african_american		glioma
NCIH1703_LUNG	NCI-H1703	ACH-000747	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	54	caucasian	lung_cancer	lung_NSC
AGS_STOMACH	AGS	ACH-000880	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	54	caucasian		stomach
QGP1_PANCREAS	QGP-1	ACH-000347	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male	61	asian	Pancreatic Cancer	pancreas
DETROIT562_UPPER_AERODIGESTIVE_TRACT	Detroit 562	ACH-000207	upper_aerodigestive_tract	pharynx	NS	NS	carcinoma	NS	NS	NS	female		caucasian		upper_aerodigestive
BT474_BREAST	BT-474	ACH-000927	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	60	caucasian	breast_cancer	breast
ACHN_KIDNEY	ACHN	ACH-000046	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male	22	caucasian	kidney_cancer	kidney
LOVO_LARGE_INTESTINE	LoVo	ACH-000950	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	56	caucasian	colorectal_cancer	colorectal
NCIH1581_LUNG	NCI-H1581	ACH-000015	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male	44	caucasian		lung_NSC
SCABER_URINARY_TRACT	SCaBER	ACH-000839	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male	58	african_american		urinary_tract
SKMEL30_SKIN	SK-MEL-30	ACH-000810	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	67	caucasian		melanoma
OVKATE_OVARY	OVKATE	ACH-000443	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	40	asian	Ovarian Cancer	ovary
22RV1_PROSTATE	22Rv1	ACH-000956	prostate	NS	NS	NS	carcinoma	NS	NS	NS	male			prostate_cancer	prostate
C32_SKIN	C32	ACH-000580	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	53	caucasian		melanoma
PANC0327_PANCREAS	Panc 03.27	ACH-000139	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	65	caucasian		pancreas
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI 8226	ACH-000817	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male	61		myeloma	multiple_myeloma
DLD1_LARGE_INTESTINE	DLD-1	ACH-001061	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male				colorectal
ES2_OVARY	ES-2	ACH-000906	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female	47	african_american	ovarian_cancer	ovary
NCIH1395_LUNG	NCI-H1395	ACH-000327	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	55	caucasian	lung_cancer	lung_NSC
NCIH1781_LUNG	NCI-H1781	ACH-000379	lung	NS	NS	NS	carcinoma	bronchioloalveolar_adenocarcinoma	NS	NS	female	66	caucasian		lung_NSC
LS1034_LARGE_INTESTINE	LS1034	ACH-000252	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	54	caucasian		colorectal
G402_SOFT_TISSUE	G-402	ACH-000375	soft_tissue	striated_muscle	kidney	NS	rhabdoid_tumour	NS	NS	NS	female	0.75	caucasian	renal_leiomyoblastoma	soft_tissue
NCIH146_LUNG	NCI-H146	ACH-000506	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	59	caucasian		lung_small_cell
SW48_LARGE_INTESTINE	SW48	ACH-000958	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	82	caucasian		colorectal
CHP212_AUTONOMIC_GANGLIA	CHP-212	ACH-000120	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS				neuroblastoma	neuroblastoma
LS180_LARGE_INTESTINE	LS 180	ACH-000957	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	58	caucasian	colon_cancer	colorectal
SW403_LARGE_INTESTINE	SW403	ACH-000820	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	51	caucasian		colorectal
NCIH747_LARGE_INTESTINE	NCI-H747	ACH-000403	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	69	caucasian		colorectal
RT4_URINARY_TRACT	RT4	ACH-000242	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	papillary_transitional_cell_carcinoma	NS	male	63	caucasian		urinary_tract
KATOIII_STOMACH	KATO III	ACH-000793	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	55	asian		stomach
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BDCM	ACH-000080	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male			acute myelogenous leukemia M5a	B-cell_ALL
SW1417_LARGE_INTESTINE	SW1417	ACH-000236	large_intestine	colon	sigmoid	NS	carcinoma	adenocarcinoma	NS	NS	female	53	caucasian		colorectal
SW948_LARGE_INTESTINE	SW948	ACH-000680	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	81	caucasian		colorectal
HS606T_FIBROBLAST	Hs 606.T	ACH-000540	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	44	caucasian	Breast Cancer	breast
MDAMB415_BREAST	MDA-MB-415	ACH-000876	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	38	caucasian	breast_adenocarcinoma	breast
DMS79_LUNG	DMS 79	ACH-000703	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS		65	caucasian		lung_small_cell
NCIH2106_LUNG	NCI-H2106	ACH-000904	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	58	caucasian		lung_NSC
SW579_THYROID	SW579	ACH-000163	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	male	59	caucasian	thyroid_squamous_cell_carcinoma	thyroid
MDAMB468_BREAST	MDA-MB-468	ACH-000849	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	51	african_american	breast_cancer	breast
NCIH526_LUNG	NCI-H526	ACH-000767	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	55	caucasian	lung_cancer	lung_small_cell
TOV112D_OVARY	TOV-112D	ACH-000048	ovary	NS	NS	NS	carcinoma	endometrioid_carcinoma	NS	NS	female	42	caucasian	endometrioid_carcinoma	ovary
BT549_BREAST	BT-549	ACH-000288	breast	NS	NS	NS	carcinoma	ductal_carcinoma	papillary	NS	female	72	caucasian	breast_cancer	breast
NCIH2196_LUNG	NCI-H2196	ACH-000399	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	67	caucasian		lung_small_cell
CAL851_BREAST	CAL-85-1	ACH-000857	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	35		breast_cancer	breast
EFO21_OVARY	EFO-21	ACH-000308	ovary	NS	NS	NS	carcinoma	serous_carcinoma	NS	NS	female	56	caucasian		ovary
A375_SKIN	A-375	ACH-000219	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	54			melanoma
HT29_LARGE_INTESTINE	HT-29	ACH-000552	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	44	caucasian	colon_cancer	colorectal
NCIH446_LUNG	NCI-H446	ACH-000800	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	61	caucasian		lung_small_cell
HS294T_SKIN	Hs 294T	ACH-000014	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	56	caucasian	melanoma	melanoma
SKMEL5_SKIN	SK-MEL-5	ACH-000730	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	24	caucasian	skin_cancer	melanoma
HS944T_SKIN	Hs 944.T	ACH-000632	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	51	caucasian		melanoma
TCCPAN2_PANCREAS	TCC-PAN2	ACH-000502	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	female	68	asian	Pancreatic Cancer	pancreas
DOV13_OVARY	DOV13	ACH-001063	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female			Ovarian Cancer	ovary
RMGI_OVARY	RMG-I	ACH-000719	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female	34			ovary
PC3_PROSTATE	PC-3	ACH-000090	prostate	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	62	caucasian	prostate_cancer	prostate
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K-562	ACH-000551	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	Ph_positive	NS	female	53		leukaemia	CML
RT112_URINARY_TRACT	RT-112	ACH-000473	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female				urinary_tract
NUGC3_STOMACH	NUGC-3	ACH-000911	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male	72			stomach
U87MG_CENTRAL_NERVOUS_SYSTEM	U-87 MG	ACH-000075	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS	female	44	caucasian	brain_cancer	glioma
CAKI2_KIDNEY	Caki-2	ACH-000234	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male	69	caucasian		kidney
OE19_OESOPHAGUS	OE19	ACH-000679	oesophagus	lower_third	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	72			esophagus
KMRC2_KIDNEY	KMRC-2	ACH-000709	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male		asian	Kidney Cancer	kidney
JHH2_LIVER	JHH-2	ACH-000577	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	57	asian		liver
IM95_STOMACH	IM95	ACH-000919	stomach	NS	NS	NS	carcinoma	intestinal_adenocarcinoma	NS	NS	male	63	asian		stomach
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV-4-11	ACH-000045	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male	10		leukaemia	AML
WM2664_SKIN	WM-266-4	ACH-001239	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	58		melanoma	melanoma
KMRC1_KIDNEY	KMRC-1	ACH-000684	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male			Kidney Cancer	kidney
